quoter,quote,quotee,qomments,comments,id,1292
LBS,It already *has* feathers.,LBS+DHH,simultaneously,,990463220428984330,
ALT,do you want me to give you 4 rancid eggs?,JB,,,990521135483457567,
ALT,i will confirm that the witness has lubricant,JY,,,990534839528738826,
ALT,"oh, a very useful fact. you can pick up fish, like from the ocean. and then you have fish",DHH,,,990893138392547358,
DHH,triangles make gender harder,JG,,,991510543468859412,
RYN,I don't have complex numbers for muscles,AMS,,,991535972309278863,
DHH,Prepositions are so bad,RYN,,,992245046340493313,
DHH,I don't understand artichokes,JHH,,,992881642714706000,
VLB,your medium [iced coffee] is the same as my large from canada!,VLB's mom,,,992968692180717608,
RYN,Apparently Ryn believes in square roots,AAA,,,992972011066380298,
RYN,What is speaking if not math,MLE,,,995510237261992016,
RYN,Being taken prisoner is basically a tour of a very small part of the city,AWD,,,995514597874335804,
RYN,I did not murder Alyssa,ALT,,,995890276205867058,
DHH,"i knocked on this worker's door so they let me in, but then they went back to sleep so i took their banana",ALT,,,997387445064716330,
ALT,i hope i never have to use paleovim,DHH,,,997677730432827442,
ALT,God bless the Khesinator,a mathroots student,,,997970603309019227,
ALT,sometimes if you're in the middle of the ocean you just see a squid drifting into the air,DHH,,,997983919330836552,
ALT,"i still don't have a good model of jordan except, like, della but short",AMS,,,998107611666841681,
RYN,I would not be comfortable in a situation where a Canadian goose is angry at me,ABK,,,998113354881171546,
DHH,"lumia, do you want to harrass people?",AMS,,,998752882696388618,
DHH,flights back from france don't take any time at all,ABK,,,999189479405400104,
DHH,i'm trying to decide whether the ocean is a pool,ALT,,,999846455391039488,
ALT,did you know that rabbits don't live in pools,DHH,,,1000251959648993420,
ALT,what are circles shaped like?,DHH,,,1000534479615565854,
DHH,a diameter is more than a radius,ALT,,,1000535580142211213,
ALT,you just dove through a wall of fire covered in spikes to stab a rock with a dagger,DHH,,,1000538567245836408,
ALT,why did i search 'can a potato be purple inside'?,LBS,,,1000555310756397056,
ALT,can you hide inside your roomba,DHH,,,1000575318752501770,
ALT,luke has a roomba that follows him everywhere,DHH,,,1000575554279444622,
ALT,that is not true,LBS,monotone,,1000575554279444622,
JAMB,that was Jackie's quote,DHH,,,1000576018601480232,
JAMB,"yeah, but you said it better",ALT,,,1000576018601480232,
DHH,i'm about to die in a supernova. great! that's good.,ALT,,,1000604311614668840,
DHH,a call you probably know is deuce's wild,ALT,to ams,,1000638495670423603,
DHH,"triangles have two sides, unlike squares which have three sides",ALT,,,1000910477959905432,
DHH,i can't wait until the next make your own pizza so i can horrify all the prefrosh,ALT,,,1001239038969262131,
DHH,"wait, i'm made out of meat! they can't eat me!",ALT,,,1001602607921512499,
ALT,I want my math to be sturdy,DHH,,,1001706633568735263,
DHH,why are people okay with their computers sucking? what--are you quoting that? i stand by that question!,ALT,,,1001734426838974484,
RYN,Time is fish,Rick,,,1002043969074638968,
ALT,"we should, like, kidnap some children",DHH,,,1002411839759581275,
ALT,I appreciate that people are just going along with the need to kidnap children,DHH,,,1002413189943808100,
DHH,i forgot there was a pandemic,ALT,,,1002436713274155098,
DHH,does north dakota really have 72 streets?,JB,,,1002448044333219840,
ALT,S4 plus A5,DHH,,,1002459553650200576,
ALT,is equal to weird raffle,JB,,,1002459553650200576,
ABK,did you just say you don't understand celery?,RYN,,,1003117841400221849,
ABK,yes! i did! are you gonna quote me?,DHH,,,1003117841400221849,
YW,Would you mine,EJ,,,1003152640949112915,
ALT,*you* asked me for my favorite representation of the octahedral group! it's *your* fault!!!,ALT,,,1003580453099421768,
ALT,having more winning might make you win more,DHH,,,1004281028866744360,
HER,I feel weird biting my other friends!,AWD,,,1004563507347476490,
ALT,(walks into chapter room),JB,,,1004640091265847306,
ALT,the trees!,JB,,,1004640091265847306,
DHH,i don't want to be represented by rotini,ALT,,,1004969116194590740,
DHH,you know what isn't a mistake? banana bread,ALT,,,1005260274930032760,
DHH,"oh, I forgot we have HDMI cables for dessert!",Erik Demaine,,,1007432752544624640,
ALT,is that a semantle variant?,JB,,,1007462765239205908,
ALT,18 is exponentially large,DHH,,,1007468077321031843,
RYN,Do people say sounds?,ALT,,,1007890183284338769,
ALT,you just said so many words... none of them were important!,DHH,to alt,,1007902766078902382,
ALT,i think radiators would be a worse shape,DHH,,,1008631909200441426,
RYN,Organized crime is a form of union,AMS,,,1009563214549356614,
DHH,there's nothing stoppier than a stop,ALT,,,1010757803847204924,
DHH,"i write computer programs, not fish",ALT,,,1011406272844812379,
ALT,do you know how to peel this kind of orange without becoming an orange? are you going to answer me or just quote me?,DHH,,,1011712780296007771,
ALT,i have become an orange,DHH,,,1011713494846021662,
ALT,"german? that's french. wait, where did france go?",VLB,,,1013861647686828114,
ALT,"wow, we have 20 centuries of choral music",VLB,,,1013887510407036948,
YW,Not that I’m an advocate of lying to the federal government…but like. Lie to the federal government,random person on the street,,,1014955140232527882,
DHH,if i rotate then my keyboard flies away. for some reason.,ALT,,,1015034295913545788,
ALT,we have 6 penguin jraps and only 2 of them have chess,JB,,,1015050904061362226,
DHH,what the hell is snickers salad?,VLB,,,1015097098967986238,
DHH,what‽ that's worse than toes!,ALT,,,1015097098967986238,
RYN,The jail cells in the fire demon land don't have air conditioning? Rude.,AWD,,,1015769750711844974,
JAMB,Only the pickiest of eaters would refuse a toe that doesn't contain any e's,AYB,,,1015799741503766628,
DHH,toes are perfectly edible.... even more so if they don't have any Es,AYB,,,1015799841193992283,
AYB,Wormspam,ABK,,,1015800331235512470,
ALT,the banana shell likes dollars,JAMB,,,1015807416916520991,
JAMB,my legs are worse than my body,JB,,,1015819526383870032,
STL,All mathematicians will tell you that 0 is a mathematician,DHH,,,1016505727126347797,
DHH,oh boy oh boy the van sure is coming around,ABK,,,1016550028942266480,
DHH,oh this is andrey just being a terrible person,JB,,,1016550028942266480,
ALT,nothing is beautiful,CJQ,,,1017185920635633725,
ALT,"well, zero is beautiful",CJQ,,,1017185920635633725,
ALT,just zero?,AAH,,,1017185920635633725,
ALT,and one is beautiful,CJQ,,,1017185920635633725,
ALT,sounds like you should live in F2,AAH,,,1017185920635633725,
ALT,i allegedly have a famously enormous head,ABK,,,1017229925578723448,
ALT,are you a grad student?,JT,,,1018258051960148112,
ALT,no,AYB,,,1018258051960148112,
ALT,"oh, you're just tall",JT,,,1018258051960148112,
CJQ,jason famously said their pizza does not need to be labeled,ABK,,,1018290040536825999,
CJQ,my pizza does not need to be labeled,JY,,,1018302822221103165,
AYB,It's octaset fanart,AYS,,,1018346226866982922,
AYB,"kissing is stupid. Next slide, please",multiple,alternating,,1018700198358294568,
ALT,what's the next event?,AAH,,,1019034317109874789,
ALT,buddha nature board games!,DHH,,,1019034317109874789,
ALT,oh i hate that,AAH,,,1019034317109874789,
DHH,I had to make sure it was the right van,HJH,,,1019049568651976714,
ALT,"if your partner hates you, it just means you should love your partner more",YW,,,1020104893966590073,
ALT,so there's 4 blight left,AVG,,,1020188701088817152,
ALT,no there's 7,AYB,,,1020188701088817152,
ALT,oh yeah counting is hard,AVG,,,1020188701088817152,
ALT,?????,everyone,,,1020188701088817152,
ALT,i counted 4+3 but forgot the 3,AVG,,,1020188701088817152,
LMN,sugar is not a light source,CJQ,,,1020441091889188965,
YW,Josh is also a nineteen-hundreds person,EJ,,,1021198143154561055,
DHH,corn is really confusing,ALT,,,1021542210614853662,
ALT,do i care about the trees?,DHH,,,1021616774665474048,
JAMB,Straight lines are rather curved in real life,JB,,,1021973157164372040,
ALT,they're like my spirit vegetable,YW,,,1022263125417934878,
ALT,i don't know what triangles are!,AYB,,,1022337536573579404,
ALT,(chuckles),ALT,having no intention to quote him,,1022337536573579404,
ALT,is that going in #quotesirl,AYB,,,1022337536573579404,
DHH,apparently coedity and sigma nu is load-bearing,AYB,,,1022341877099405372,
YW,you will die some day,DHH,,,1022969347200794684,
DHH,I will do my best to not leave anything behind when I die,ABK,,,1022969453387993228,
DHH,Cheese is just a problem in this house,RYN,,,1022981731197923440,
ALT,is there any time that we were surprised by a vegan showing up at our house?,ABK,,,1022985413167681536,
ALT,square dancing is so dumb,DHH,,,1023123920624291870,
ALT,ritam and della must die,ABK,,,1023718065940201553,
ALT,it's smaller than the ocean,AYB,on jamb's cup of water,,1024081598217470013,
STL,"Over a very short period of time, like 10^25 years",AAA,,,1024082893254950922,
ALT,nothing on these two boards is clear,Davesh Maulik,,,1024360078935076865,
DHH,paying money for traffic cones is like paying money for air,AYB,,,1024514177299120219,
DHH,the empire is somewhat bruised,ALT,,,1024524932698349599,
ALT,so they shipped the fruit gushers all the way to hawaii,VLB,,,1024527166253305886,
ALT,italian is just sparkling spanish,DHH,,,1025224592291287040,
ALT,0 and 3 are farther apart than 1 and 2,JB,profoundly,,1025259588985036900,
DHH,i just think of face the music as like excluded middle,ALT,,,1025499895295115274,
DHH,you know how every other day i'll just say something stupid in squares?,ALT,,,1025615252949315604,
ALT,what's an 8 letter number,DHH,,,1025636021607608340,
EJ,I'm the epitome of a pedagogical mistake,YW,,,1026226769742790676,
RYN,This goes against my model of cheese,AYB,,,1026321715527159829,
ALT,"you're supposed to pick it up, say 'oh it's so precious! it'll give me good luck!' and put it down",YW,,,1026683588252540999,
ALT,aah! [...] does it take fall damage?,EJ,,,1026683687854690396,
ALT,"wait, uh, no, ignore everything i said",ALT,,,1026742156200792145,
ALT,i am already doing that. it's all good,JB,,,1026742156200792145,
VLB,i can't see anything before august 20,VLB,,,1026742837754208347,
VLB,"i can see before that. like august, july... september? the eighth month",ALT,,,1026742837754208347,
VLB,the eighth month is august,JB,,,1026742837754208347,
VLB,...ok then i agree with you,ALT,,,1026742837754208347,
DHH,why was everything bigger‽,ALT,,,1026985046856441898,
STL,"If my opponent rips out my steering wheel,",ABK,,,1027055900852240456,
DHH,"it's a U pride flag, because U, are gay",AYB,,,1027421481434611733,
ALT,a fork is an abstract concept,JB,,,1027776222324854836,
ALT,what's the elo of baby plus stockfish?,ABK,,,1027839141746053130,
ALT,you seem like you could be canadian,a stranger in the banana lounge,,,1027990374502899762,
DHH,"i'm not a c4 dancer, della",ALT,,,1028115952832876544,
STL,once removed therefore initially must,ALT,,"(not knowing square dancing, I thought this was the full name of a concept)",1028141378158469162,
DHH,i want every sequence of sounds to have meaning,ALT,,,1028159194970468362,
ABK,take your favourite Fibonacci number. It's 8.,DHH,,,1028184943223918694,
ALT,load the boat is the hardest call,DHH,,,1028813823907463180,
ALT,i don't believe your claim that you ate all your skin,RN,to vlb,,1028813893478395924,
YW,... cursed to review 6.042 until you die,ALT,,,1029519408038682674,
YW,Isn’t life just reviewing 6.042?,DHH,,,1029519408038682674,
ALT,we know from preschool that you can find [the matrix inverse] using gaussian elimination,David Karger,,,1029826446455226481,
YW,Back in the day when things were more hardcore… things were actually more softcore…,RYN,,,1029946018478964756,
STL,I think I agree despite not knowing what Andy's saying,Andy,,,1029972901488767026,
ALT,"wait, what's up with these bagels?",JA,,,1029985242955657236,
ALT,"wait, *you* don't take kilogram-large bites?",VLB,,,1029986665726484521,
RYN,Except like fluffier water,JB,,,1029987994507161600,
STL,0 is a big number,ALT,,,1029992614847594537,
ALT,i think negative numbers are positive,AYB,,,1030243967813554286,
ALT,llamas are the radiator of gummy,ALT,,,1030311687968014347,
ALT,remember how my parents bought a 5 pound bag of children once,VLB,,,1030318163017080863,
DHH,do i have time to kill my dad?,ALT,,,1030578934212988929,
DHH,"Holden, you need to get to work on saying funny things",RYN,,,1030659143129903135,
ALT,something concerning is happening to a banana,DHH,,,1030688677766111272,
ALT,oh my god this banana is *massive*. [5 second pause] holy shit. this is one of the biggest bananas i've ever seen,rando in the banana lounge,,,1031597119380922500,
ALT,so presumably josh invented the tritone on his own,DHH,,,1031941622625210388,
DHH,2 is not more than 1,ALT,,,1032024318512738344,
DHH,"for me, infinity is usually 125",AAH,,,1032131240956010556,
DHH,i forgot that an hour is longer than 30 minutes,ALT,,,1032389224550387814,
STL,The secret to changing your gender is rotating 45°,AYB,,,1032419844995436645,
ALT,"(confusedly) ""this room smells like bananas""",rando in the banana lounge,,,1032739874404585542,
ALT,i'm the hidden markov,VLB,,,1032838821131321387,
ALT,it's okay to break non-mathematical morals while you're doing math,JB,,,1032864759592259695,
ALT,"what is your nlp project, alyssa?",JB,,,1032872367535439913,
ALT,"uh, i don't know",AMS,,,1032872367535439913,
ALT,who is your nlp project?,JB,,,1032872367535439913,
ALT,my nlp project... is... elaine,AMS,,,1032872367535439913,
ALT,are there any other students from nevada?,ABK,incredulous,,1032876523285385216,
ALT,yes!! there are quite a f-- there are several!!,AYB,,,1032876523285385216,
ALT,*falls off the couch*,AYB,,,1033148918378274866,
ALT,what just happened behind me?!,ABK,,,1033148918378274866,
ALT,15 is closer to 17 than 18 is,DHH,,,1033163261878747207,
DHH,i have fewer than 125 fingers,ALT,,,1033169769999908944,
ALT,*blows train whistle*,ABK,,,1033176289101746267,
ALT,"that was like, the sound of the united kingdom leaving the european union",RN,,,1033176289101746267,
ALT,it's called square dancing because of all the commuting diagrams,DHH,,,1033860780958941215,
HJH,I used the noun adjective instead of an appropriate adjective,ABK,,,1034223443228491877,
ALT,why are there going to be so many families this weekend?,ABK,,,1034234066326794361,
ALT,because it's family weekend,DHH,,,1034234066326794361,
YW,I'm not even joking right now. I'm aBOUT to be a literature major.,rando in the banana lounge,,,1034488749448503306,
EJ,Can we write a new game engine in Haskell?,EJ's professor,,,1034546194535428240,
VLB,"""i think 2 is bigger than 1 and 3"" -alt",ALT,,,1034582656622534666,
RYN,"I refuse to let my life have a merge conflict with others. This sounds like gaslighting each other,",YW,,,1034663797245362247,
ALT,"you can mean what you say all you want, i just don't know what you said",VLB,,,1034724969734750208,
YW,He [the new prime minister] sounds like a robot who’s desperately trying to sound like a human,KT,,,1034809936393277481,
AYB,[the small children] are so puntable,AMS,,,1035383050407784528,
RYN,I think redistricting should be based on population and not convenient cake size,DHH,,,1035715675324416001,
KT,I think more people should care about silly things,RYN,talking about Nevada Day,,1035731211487813683,
KT,Did you just call Nevada...? :O,AYB,with hands to head in shock,,1035731211487813683,
KT,I can just extremely easily make more Nevadas,AYB,,,1035747606195880006,
ALT,"that was definitely the most nevadans i've seen in one room. wait that's not true, i've been to las vegas",DHH,,,1035750823310917755,
ALT,but then there will be tape in the frustum,AYB,concerned,,1036092187189989417,
ALT,i say all these perfectly reasonable things,AYB,frustrated,maybe join idk,1036092284271345745,
ALT,"there's just a rectangle in my mouth now, and i'm sort of annoyed",VLB,,,1036093262626295919,
AYB,it's so realistic,ALT,about a blank 8.5x11 sheet of paper,,1036104828927094905,
AYB,it's so lifelike,YW,about a blank 8.5x11 sheet of paper,,1036104828927094905,
YW,Which flavor [of bleach]?,DHH,,,1036108147569467432,
DHH,unfortunately henry cohn's voice is pretty soothing,VLB,,,1036750171339501568,
HJH,The sun is a little low on battery,RN,,,1036758491135758426,
HJH,Quick! Spin counterclockwise!,DHH,,,1036758491135758426,
STL,Do you think that a graph with not many edges is fluffy?,DHH,,,1036767597686947871,
ALT,can you imagine a single sparse onion?,DHH,,,1036767799529439282,
STL,Banandy?,KT,,,1037200791913640029,
STL,What? I heard my name,ALT,,,1037200791913640029,
DHH,there are so many bananas!,ALT,,,1037202039178010706,
RYN,Left and right are social constructs,KT,,,1037353051503198278,
HJH,"Banandy, you can take either Victor or Abhay",DHH,,,1037554356347732008,
HJH,And I will eat Abhay,VLB,,,1037554356347732008,
ALT,i love `sat solver`! i'm so passionate about `n-D minesweeper`!,rando in the banana lounge,robotically,,1037831586260983818,
ALT,tomorrow's been friday since yesterday,AYB,,,1037882696904474635,
STL,So if I want to stay alive I should hide in a beef,VLB,,,1037923961037651998,
HJH,Is it easier to drive a firetruck or eat a firetruck?,YW,,,1037926231695433728,
ALT,is it easier to drive a truck or a truck that's on fire?,YW,trying to explain,sus joining,1037926231695433728,
HJH,But we can light the fireplace whenever we want? That's just a HUGE candle,YW,,,1037926975358128128,
KT,it smells like bananas and undergrad,AYS,,,1038810418401005579,
ALT,"if you're not pressure cooking your costco chicken carcass, what are you doing?",AMS,,,1038870934041403552,
STL,"If each possible pair of you were dating, then you would have all 3 pairs",JB,to a group of 3 people,,1038990075087822860,
HJH,Is it possible to money launder with ET chits?,EJ,,,1039370440197546035,
ALT,box the arthropod,DHH,,,1039769425836003399,
ALT,collecting the resin dust is making me feel like i'm doing drugs,HJH,,,1040117689567424602,
ALT,the cockroaches will look at the dot inside the frustum!!,AYB,distraught,,1040124290579836968,
ALT,i know everything about computers,DHH,,,1040480164913627197,
AYB,"When people die, they turn into numbers",RN,,,1040489614034616352,
RYN,Squares is a really effective pledge program,AMS,,,1040514797441142835,
RYN,"Ah yes, my favorite circuit, phase III jive",VLB,,,1040570254302126132,
ALT,where are most people? are they just around?,HJH,walking into the room,,1040798720893141093,
HJH,Who makes a glass door that is transparent?!,EJ,right after walking into a glass door,,1041058216664125531,
ALT,"wow, this chair reclines so far. oh god",AYB,immediately before falling backwards in the chair,,1041146429881733181,
DHH,I am going to change into my swim trunks in preparation for eating a cinnamon roll,ABK,,,1041181985822998598,
RYN,Everyone give me two small people,HJH,,,1041205762904576081,
RYN,I have a gold in my hot tub. I'm there with my cinnamon rolls in appropriate attire,ABK,,,1041216276267290656,
ALT,"woah, this is the biggest number i've ever seen. four hundred forty four",DHH,,,1041405541567696948,
ALT,course 12s are like the coolest people,rando in the banana lounge,,,1041785008580481096,
CJQ,,ALT in the banana lounge,,,1041792834405158934,
ALT,bang,CJQ in the banana lounge,,,1041793195161423913,
RN,"whenever you see 3-colorability, you should either run away, or do something naive",18.226 professor,,,1041813952599949422,
STL,big 'ξ' (-some professor),ALT,,,1041925516434870273,
ALT,"rhos look a lot like monocles, if you put people in them",AYB,,,1041930870195486850,
ALT,but people are smaller than monocles,VLB,,,1041931294495473694,
ALT,"wait... 6 is canonically afraid of 7, not 10. right??",VLB,out of nowhere,,1041959694484377670,
HJH,English contraction grammar is so great. 'It's what it's'  is one of the greatest sentences we've,ABK,,,1042287610753712218,
ALT,what is... ipa?,YW in the banana lounge,,,1042501442931540061,
ALT,"i wanna talk more about the ftx stuff, cause like that's crazy",rando in the banana lounge,,,1042916571846283355,
ALT,*loud clattering noise*,forks,,,1042943969283297281,
ALT,i lost many fork games,RN,,,1042943969283297281,
ALT,why are there so many cars??,DHH,in a parking garage,,1042952363641679912,
DHH,why are there so many cars??,ALT,in a parking garage,,1043001649351888977,
STL,So Course 6 just got a lot more introductory,JB,,,1043072507596517466,
STL,And Course 10 is very introductory,AYB,,sus joining,1043072507596517466,
ALT,that person looks tall. and he has short followers too,DHH,,,1043288419180232784,
EJ,"physicists have existed for thousands of years, and they still don't know",YW,,,1043581138041577532,
EJ,Which religion is the most aerodynamic? Clearly it's Christianity,splash class,,,1043640273697243267,
ALT,blgeehghhgehg,AYB,,,1043748600821321808,
ALT,*rolls off couch*,AYB,,,1043748600821321808,
ALT,not again,AYB,,,1043748600821321808,
YW,can anyone tell me what was the name of Chomsky's first book?,David Pesetsky,,,1044333753985683626,
YW,Syntactic Structures,someone,,,1044333753985683626,
YW,and when was it published?,David Pesetsky,,,1044333753985683626,
YW,1957,someone,,,1044333753985683626,
YW,and can someone remind me what other important event happened in 1957?,David Pesetsky,,,1044333753985683626,
YW,you were born,someone,,,1044333753985683626,
YW,excellent,David Pesetsky,,,1044333753985683626,
ALT,i need to darn my jacket,AMS,,,1044820383947309129,
ALT,darn,VLB,quietly,,1044820383947309129,
ALT,(hysterical laughter),ALT,,,1044820383947309129,
ALT,(no reaction),everyone else,,,1044820383947309129,
ALT,can someone open the trunk? i need to put a singularity in it,RN,,,1044820481573924864,
ALT,noam chomsky is *so* old,AMS,,,1044822167826747453,
ALT,"oh, i don't have to wake up tomorrow",RN,,,1044830028518654032,
ALT,one of the water animals of all time,HJH,,,1044864329952022609,
YW,Did I tell you that monkey opens a banana from the bottom up?,rando in the banana lounge,,,1045032993925890118,
HJH,*distressed screaming*,AYB,,,1045085253401858048,
HJH,*distressed screaming*,AYB,,,1045085253401858048,
HJH,*distressed screaming*,AYB,,,1045085253401858048,
HJH,"Oh, I guess you're right actually",AYB,,,1045085253401858048,
KT,...and lunch is usually free food that appears in our building's kitchen,KT,describing diet to PCP,,1045166589881896970,
KT,"ah yes, the grad student seagull approach!",PCP,,,1045166589881896970,
ALT,i turn into a frog by symmetry,VLB,in ALT's dream,,1045348185985515580,
HJH,There are only two genders: those who Buddha Nature this game and those who have the rules explained,KT,,,1045517342358118410,
HJH,I'm agab: assigned German at birth. That's all you need to know about my alcohol tolerance,KT,,,1045517938515529818,
HJH,"Oh, I get it, Atlantis isn't the island; Atlantis is the friends we made along the way",DHH,,,1045554304691486790,
EJ,I am the big spoon. I have cockroaches crawling all over me. I'm the big spoon.,YW,,,1045581242856382554,
DHH,"greenland is part of the US, yes",EJ,,,1045824684647796856,
DHH,that's why it's green,JB,,,1045824684647796856,
DHH,I don't think boats can go on land,JB,,,1045833274909540372,
YW,"Tofu skin is just what the tofu needs to protect themselves from the weather…… in Sichuan in the mountains you can just see tofu like, grazing",KT,,,1045852988301914112,
AYB,All set variants are bad,CJQ,,,1046287403402403890,
AYB,I can’t believe I’m inventing a set variant on spirit island,CJQ,,,1046289634386264185,
RYN,You can add some bell peppers to your banana pudding. I won't stop you.,DHH,,,1046593617592070184,
STL,"...'banandy', which is a portmanteau of 'banana', which is a good fruit, and 'banandy', which is your name",HJH,,,1046604607318654976,
EJ,"What? Why would you, like ever, want to graduate? Then you would have to move to like California or something",JB and/or DHH,in EJ's dream,,1046851791012233346,
YW,"Your spine is very… impressive, for lack of a better word",EJ,,,1046996595989827635,
DHH,there is one person in et up to constant factors,ALT,,,1047033522084384768,
DHH,I think you could totally introduce fire to square dancing in really interesting ways!,RYN,,,1047700763796840551,
HJH,"Why do you not want an angler fish made of 60,000 matches that we can light on fire?!",RYN,,,1047708341603930213,
ALT,it's like 3d!,JB,about a carton of milk,,1048010888113832097,
RYN,I prefer as little radioactivity as possible in my dancing,ALT,,,1048012602325876856,
ALT,is nom-inative determinism just you are what you eat,DHH,,,1048015771856551958,
ALT,watch,ALT,,,1048016303908208721,
STL,choux,AMS,"many times, followed by laughter around the room each time",,1048087493561561159,
STL,orechiette makes tall disk stacks,DHH,,,1048096222507958293,
STL,before I was distracted by squares flying at my face,ALT,,,1048106725418467338,
AMS,I've never tried kidnapping an AI chatbot,VLB,,,1048128543722307596,
ALT,i just watched alex spin in circles for like 30 seconds straight,ALT,,,1048472480349700186,
ALT,i was trying to figure out which direction to go,AYB,,,1048472480349700186,
ALT,"like, yesterday didn't end until midnight",HJH,,,1048474629230039156,
ALT,...yes,ALT,,,1048474629230039156,
ALT,yesterday didn't end until today,HJH,,,1048474629230039156,
RYN,Bananalondonderry. You can call me that if you want.,ALT,,,1048780819973550121,
RYN,Here is some non-stick winterizing tape,JB,,,1048780891813576735,
ALT,*pulls up a spreadsheet full of numbers on the projector* ,HJH,,,1048785243299127358,
ALT,"so, like, here are... some numbers",HJH,,,1048785243299127358,
HJH,I am more and more fake by the minute,YW,,,1048787274483109919,
ALT,does anyone want to help me build a pentagonal trapezohedron?,JA,,,1048802863624749147,
AYB,"when the egg whites are :bigc:, that means that after baking they become :smolc:",VLB,,,1049106956360634418,
DHH,I claim that god confuses me,VLB,,,1049523198426878013,
STL,No Andys,VLB,,,1049552100276846612,
ZS,Lying is our friend,distributed algorithms lecture,,,1049731558451445892,
AYB,water is bad,Scott Klemm,,,1050551733459353620,
ALT,why are there so many cars??,DHH,in a parking garage,,1050561493223084032,
STL,"It has, like, buttons",DHH,talking about a keyboard,,1050624052437454928,
RN,when does a witch ever want to go clockwise?,AMS,,,1050633061689196564,
HJH,when witches want to go clockwise they go radio,AYB,,,1050633182929748108,
HJH,You're honestly telling me that you've never wanted to drink lava? Have you never looked at lava and thought 'I want to put that in my mouth',RYN,,,1050656132718399508,
HJH,"So, physical objects are one of the things you can't email",JB,describing a piece of paper,,1051038400142135317,
RN,so what i'm hearing is that we need to murder everyone in simmons,RYN,,,1051047699329318922,
RYN,A box and a duck are equivalent,HJH,,,1051048063768211476,
HJH,I just want to figure out how to leverage our social ineptitude to attract the socially inept,RYN,,,1051051588329943050,
HJH,"The commander is the conducktor, and the lieutenant commander is the semiconducktor",ALT,,,1051293613595832381,
RYN,I don't mind the fact that they've exposed our square dancing habits,AYB,,,1051312007384670218,
STL,There is technically food in chapter room,HJH,,,1051343275140857896,
STL,What?,JB,,,1051343275140857896,
STL,There's a dot inside the frustum,HJH,,,1051343275140857896,
HJH,"Victor won, by nominative determinism",AYB,,,1051366642178854972,
STL,That's a perfect opportunity to absorb Random Hall,YW,,,1051645222951587881,
RYN,"If it smells like a duck, it must be a duck",ALT,,,1052350553151250442,
RYN,What does a duck smell like?,VLB,,,1052350657966907462,
RYN,"I wouldn't lie to you...well I would, but I'm not right now",ALT,,,1052350782105731172,
RYN,Generally it's part of social contracts that you not kill each other,VLB,,,1052350913018335252,
ALT,kind of like how s3 is called the triangular group,DHH,,,1052785769783230514,
ALT,i need an iguana,HJH,,,1053215148539646022,
HJH,Unfortunate,VLB,,,1053223706442342401,
HJH,Punfortunate,ALT,,,1053223706442342401,
HJH,...,VLB,glaring with a look of pure hatred,,1053223706442342401,
HJH,I was hoping you didn't hear that,ALT,,,1053223706442342401,
DHH,"wait, backslash six or regular six?",ALT,,,1053387985426583673,
VLB,so zi song bit your computer??,ALT,,,1053912084615806987,
VLB,yeah but i have bicycle so i'm not too worried,AYB,,,1053912084615806987,
DHH,i think i care more about logic than communism,ALT,,,1056456231327371315,
EJ,my cows are not cows. my peacocks are not peacocks. my people are actually amputated daddy long legs,YW,,,1058482540043829388,
ALT,"now victor's gonna die! i managed to get out, but victor doesn't have wings",DHH,,,1059727394409299988,
DHH,"when you think of the most logical food, it's a tomato",ALT,,,1060783207747948594,
YW,it's flinging your feces except your feces is an axe,EJ,,,1061743100311130122,
HJH,I'm not a Steward,ALT,,,1063336710160785469,
YW,is this what it feels like to be a sports fan?,EJ,refreshing the pokerbots tournament page once per second for 15 minutes,,1063689173145489409,
DHH,I hate leptons!,JB,,,1063760066957815819,
ALT,no c is 1. so bigc over littlec is c squared,AVG,,,1064320615231803423,
ALT,mm.,LBS,knowingly,,1064320615231803423,
ALT,[short silence],LBS,,,1064320615231803423,
ALT,what,LBS,,,1064320615231803423,
STL,We have 16 nukes on the ground,ALT,,,1064377928189739068,
STL,We could just nuke everything in sight,ALT,,,1064378013191508058,
RYN,This training is vital to any organization that has plans to anything this Spring semester,an email from SOLE,,,1064638031132368980,
HJH,"The floor is always menacing, threatening to take your pieces",JB,,,1064789970193219594,
HJH,*Stands on a chair*,AYB,,,1065132124635672599,
HJH,"If I press my head against the ceiling, I can't hit my head because it's already touching",AYB,,,1065132124635672599,
DHH,i want to write some javascript,ALT,,,1065142939422031902,
AYB,can I see that thing?,RYN,,,1065145725320704092,
AYB,ok,ALT,,,1065145725320704092,
AYB,*sound of sizzling flesh*,RYN,,,1065145725320704092,
RYN,What? Why did you do that?,several people,,,1065145725320704092,
LMN,"invaders, that's the politically correct term for white person",AYB,,,1065466133790076928,
ALT,what kind of parachute has legs??,AYB,,,1065835582774849597,
DHH,i'm not good at celeste,ALT,,,1065836653702303764,
STL,I forgot how to play the game,ALT,,,1065840318555111424,
EJ,so you're within a factor of 2 of optimal. You're literally 2-competitve,JB,,,1065840758403383346,
HJH,"I've never died, so it can't be that bad",ALT,,,1065852262926274600,
ALT,ok so this is an E... how many letters are in E... five,VLB,,,1065869484147093564,
AYB,let it be known that i said this word,YW,,,1066170101902090330,
YW,"What if we just cook coke chicken wings for three days straight, and then people will be too scared to let us cook ever again, and then they’ll actually sign up",YW,to EJ,,1066539980165501048,
AYB,Ooh! I can download to guava!,ALT,,,1066852930566750219,
